alt_id,comment,created_by,creation_date,def,name,property_value,subset,synonym,xref
,,,,"""The angle of the culm with respect to the ground surface in a grass plant."" [IRRI:SES]",culm angle,,,"['""CmA (related)"" RELATED []', '""CULMAG (related)"" RELATED []']",
,,,,,callus induction,,,"['""CAIND (related)"" RELATED []']",
,,,,"""Plant sensitivity observed in response to different concentrations of salt in the growth medium."" [IRRI:SES]",salt sensitivity,,,"['""Sal (related)"" RELATED []', '""saline sensitivity (related)"" RELATED []', '""SALTSN (related)"" RELATED []']",
,,,,"""Rate of germination of the seed."" [Gramene:pankaj_jaiswal]",germination rate,,,"['""germination speed (related)"" RELATED []', '""GERMRATE (related)"" RELATED []', '""GERMSP (related)"" RELATED []']",
,"Refers to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points. In maize, this is measured in centimeters.",,,"""An ear infructescence morphology trait (TO:0000976) that is the length of an ear infructescence (PO:0025597) from base to tip."" [TO:cooperl]",ear length,,['Zea_mays'],"['""ear infructescence length (exact)"" EXACT []', '""EARLG (related)"" RELATED []', '""earln (related)"" RELATED [MaizeGDB_QTL:78112]']","['MaizeGDB_QTL:78112', 'PATO:0000122', 'TO_GIT:132']"
,,,,"""Response by the plant in terms of sensitivity to temperature stress."" [Gramene:pankaj_jaiswal]",temperature response trait,,,,
,"Refers to diameter (PATO:0001334): A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary. In maize, this is measured in centimeters.",,,"""An ear infructescence morphology trait (TO:0000976) that is the diameter of an ear infructescence (PO:0025597)."" [Gramene:pankaj_jaiswal37, TO:cooperl]",ear diameter,,['Zea_mays'],"['""ear infructescence diameter (exact)"" EXACT []', '""eard (related)"" RELATED [MaizeGDB_QTL:78113]', '""EARDIA (related)"" RELATED []']","['MaizeGDB_QTL:78113', 'PATO:0001334', 'TO_GIT:132']"
,,,,,root activity,,,"['""RTACT (related)"" RELATED []']",
,,,,,seed longevity,,,"['""SDLNG (related)"" RELATED []']",
,,,,"""Determined by counting the filled and unfilled spikelets of the bagged grass inflorescence."" [Gramene:pankaj_jaiswal, IRRI:SES]",spikelet sterility,,,"['""SPKST (related)"" RELATED []']",
,,,,"""In plants, it represents the incompetence of the pollen to fertilize the ovum. Reasons could be non-viable pollen, incompatibility, pollen abortion, toxicity, genetic etc. Usually determined by either the pollen sterility or spikelet fertility (percent seed set)."" [Gramene:pankaj_jaiswal]",male sterility,,,"['""degree of male sterility of male sterile lines (related)"" RELATED []', '""male sterility measure (related)"" RELATED []', '""MALEST (related)"" RELATED []']",
,It represents the damage done by the diease and/or the pathogen to the plant. The damage is a direct measure of resistance to the particular fungal strain causing the disease.,,,"""The resistance exhibited by a plant or a group of plants (population) in response to the disease caused by a fungal pathogen infection as compared to the susceptible and/or the reference plants of the same species."" [Gramene:pankaj_jaiswal]",fungal disease resistance,,,,
,,,,"""Number of grains (full grain with hull) present in one plant."" [Gramene:pankaj_jaiswal37]",grain number per plant,,,"['""GRNBPPT (related)"" RELATED []']",
,,,,,humidity related trait,,,,
,,,,"""Fresh weight of the plant."" [Gramene:pankaj_jaiswal37]",plant fresh weight,,,"['""PLFWT (related)"" RELATED []']",
,To be used only for traits from maize.,,,"""An infructescence yield trait (TO:0000936) that is the number of ears (ear infructescence; PO:0025597) on a plant or the average number present in population."" [Gramene:pankaj_jaiswal, TO:cooperl]",ear infructescence number,,,"['""ear number per plant (related)"" RELATED []', '""EARNB (related)"" RELATED []', '""ears per 10 plants (related)"" RELATED []', '""ears per plant (related)"" RELATED []', '""ENO (related)"" RELATED []', '""ENP (related)"" RELATED []']",['TO_GIT:244']
,,,,,parasitic weed,,,,
['TO:0000139'],,,,"""A fruit morphology trait (TO:0002629) which is the number of seeds (PO:0009010) in a fruit (PO:0009001)."" [Gramene:pankaj_jaiswal, PO:0009001, PO:0009010]",fruit seed number,,,"['""SDNB (related)"" RELATED []']",
,"May be a response to abiotic stress. If you are annotating to this term, please add an additional annotation to vascular leaf morphology (TO:0000419) or non-vascular leaf morphology trait (TO:0000925), depending on the species.",,,"""A leaf morphology trait (TO:0000748) which is the drying of a leaf (PO:0025034)."" [PO:0025034, TO:cooperl, TO:moorel]",leaf drying,,,"['""LFDRY (related)"" RELATED []']",
['TO:0000438'],Another trait seed number (TO:0000445) is directly associated with it.,,,"""Determined by counting the number of spikelets filled with grain in one inflorescence (panicle)."" [Gramene:pankaj_jaiswal]",filled grain number,,,"['""FGRNB (exact)"" EXACT []', '""FILGRNB (related)"" RELATED []', '""filled fruit number (related)"" RELATED []', '""filled grain number per panicle (exact)"" EXACT []', '""grain number per panicle (sensu Oryza) (related)"" RELATED []', '""GRNBPPN (related)"" RELATED []', '""number of grains per panicle (exact)"" EXACT []']",
,,,,"""Determined by counting the percent spikelets filled with grain in one grass inflorescence (panicle) or plant."" [Gramene:pankaj_jaiswal]",filled grain percentage,,,"['""FGRPCENT (related)"" RELATED []', '""Filled grain percent per panicle (related)"" RELATED []']",
,,,,"""Average weight of dehulled grains per plant."" [Gramene:pankaj_jaiswal]",grain yield per plant,,,"['""GRYLDPPL (related)"" RELATED []']",
,,,,"""Average weight of dehulled grains per panicle."" [Gramene:pankaj_jaiswal]",grain yield per panicle,,,"['""GRYLDPPN (exact)"" EXACT []']",
,,,,"""A ratio of number of large vascular bundles present in the spikelets to the number of spikelets in a grass inflorescence."" [Gramene:pankaj_jaiswal]",large vascular bundle number to spikelet number ratio,,,"['""LVBNBSPKNBRO (related)"" RELATED []']",
,Often measured using the flag leaf.,,,"""A ratio of leaf area to the number of spikelets in a grass inflorescence."" [Gramene:pankaj_jaiswal]",leaf area to spikelet number ratio,,,"['""LFARSPKNBRO (related)"" RELATED []']",
,Not all the tillers bear panicle.,,,"""A ratio of number of tiller bearing the panicles to the total number of tillers in rice."" [Gramene:pankaj_jaiswal]",panicle to tiller ratio,,,"['""panicle tiller ratio (related)"" RELATED []', '""PNTIRO (related)"" RELATED []', '""productive tiller percent (related)"" RELATED []']",
,,,,"""Causal agents: Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (african whiteheads), Diopsis macrophthalma (stalked-eyed fly), and several other species."" [Gramene:pankaj_jaiswal, IRRI:SES]",stem borer resistance,,,"['""CULMBRRS (related)"" RELATED []', '""SB (related)"" RELATED []']",
,,,,"""An infructescence morphology trait (TO:0000920) which is the percent of seeds (PO:0009010) set in an infructescence (PO:0006342)."" []",seed set percent,,,"['""percent seed set (related)"" RELATED []', '""SDSPCENT (related)"" RELATED []']",
,,,,"""A spikelet morphology trait (TO:0000657) which is the average number of spikelets (PO:0009051) in one or more inflorescence (PO:0009049) (e.g. rice panicle) found in a plant or on all plants of a study."" [Gramene:pankaj_jaiswal, PO:0009049, PO:0009051, TO:moorel]",spikelet number,,,"['""number of spikelets per panicle (related)"" RELATED []', '""spikelet number per panicle (related)"" RELATED []', '""SPKNB (related)"" RELATED []']",
,,,,,total biomass yield,,,"['""dry matter yield (related)"" RELATED []', '""TBIOMYLD (related)"" RELATED []', '""total dry weight (related)"" RELATED []']",
,,,,"""Scores are taken after 10 days following soaking rain or watering- Indicate the degree of stress before recovery."" [IRRI:SES]",drought recovery,,,"['""DRR (related)"" RELATED []']",
,,,,"""Length of the root epidermal cell length."" [Gramene:pankaj_jaiswal37]",root epidermis cell length,,,"['""RTEPCELLG (related)"" RELATED []']",
,,,,,light intensity sensitivity,,,"['""light intensity response (related)"" RELATED []']",
,,,,,basic vegetative phase,,,"['""BAVEGPH (related)"" RELATED []']",
,,,,"""Is an indication of gelatinization temperature. Observed by placing six milled-grains/kernels in 10ml 1.7% KOH in a shallow container and arrange them so that they do not touch. Let them stand for 23hrs at 30C temperature and score for spreading. Measure for Alkali digestion is inversely proportional to the gelatinization temperature, e.g. if alkali digestion is low, the gelatinization temperature is high."" [Gramene:pankaj_jaiswal, IRRI:SES]",gelatinization temperature,,,"['""GELTZTMP (related)"" RELATED []']",
,,,,"""A difference of the average number of days between the maize tassel flowering and the first visible silk (stigma) on the maize ear."" [Gramene:pankaj_jaiswal]",anthesis silking interval,,,"['""ANTSKIT (related)"" RELATED []', '""ASI (related)"" RELATED []', '""FLWSLKINTER (related)"" RELATED []']",['MaizeGDB_QTL:62044']
,,,,,albino plantlet differentiation frequency,,,"['""ALBPTLDFQ (related)"" RELATED []']",
,May be measured in a dry mass or in a fresh tissue.,jaiswalp,,"""A biochemical trait (TO:0000277) that is the amount of a particular mineral or ion constituent occurring in a plant anatomical entity (PO:0025131)."" [Gramene:pankaj_jaiswal]",mineral and ion content trait,,,,
,,,,"""Amount of carbon present in the dry mass."" [Gramene:pankaj_jaiswal]",carbon content,,,"['""CBCN (related)"" RELATED []']",
,The trait is often observed in plants as a measure of drought and heat tolerance by determining the amount of solutes/electrolyte leaked from the cell.,,,"""Stability of the cell membrane under the impact of temperature (heat) and water deficit stress."" [Gramene:pankaj_jaiswal, web:http\://www.plantstress.com/methods/CMS_method.htm]",cell membrane stability,,,"['""CELMBSTB (related)"" RELATED []']",
,,,,"""Causal agent: Magnaporthe grisea. Symptoms: Can affect either or both the leaf and panicles."" [Gramene:pankaj_jaiswal, IRRI:SES]",leaf blast disease resistance,,,"['""Bl (related)"" RELATED []', '""LFBLRS (related)"" RELATED []']",
,,,,"""Number of days required from seeding to seed/grain ripening ."" [IRRI:SES]",days to maturity,,,"['""DTMT (related)"" RELATED []', '""Mat (related)"" RELATED []']",
,,,,"""A portion of plant tissue morphology trait (TO:0000843) which is a quality of a vascular tissue and its parts."" [Gramene:pankaj_jaiswal, TO:moorel]",vascular tissue morphology trait,,,,
,,,,"""Its the fraction of number of penetrated roots over the total number of roots."" [Gramene:jcl, Gramene:pankaj_jaiswal]",root penetration index,,,"['""RTPNID (related)"" RELATED []']",
,,,,"""Number of vascular bundles present in a plant part."" [Gramene:pankaj_jaiswal]",vascular bundle number,,,"['""VBNB (related)"" RELATED []']",
,,,,"""Measurement of extent of grain shattering, which depends on development of abscission zone. This trait often refers to shattering or the premature or ease of shedding of the grass fruit called caryopsis from the inflorescence."" [Gramene:pankaj_jaiswal]",grain shattering,,,"['""caryopsis shattering (related)"" RELATED []', '""GRSH (related)"" RELATED []']",
,,,,"""Angle of opening of glumes is measured on each floret, assessment based on mean angle of glume opening."" [Gramene:pankaj_jaiswal, IRRI:SES]",glume opening,,,"['""glume angle (related)"" RELATED []', '""opening of glume of male sterile lines (related)"" RELATED []']",
,,,,,adventitious root thickness,,,"['""ADVRTTH (related)"" RELATED []']",
,,,,"""A metabolite content trait (TO:0000281) which is the amount of plant hormone (CHEBI:37848) in a plant structure (PO:0009011)."" [Gramene:pankaj_jaiswal]",growth hormone content,,,,['CHEBI:37848']
,,,,"""Causal agent: Magnaporthe grisea (Pyricularia oryzae). Symptoms are dark necrotic lesions covering partially or completely around the panicle base (node) or the uppermost internode or the lower part."" [Gramene:pankaj_jaiswal, IRRI:SES]",panicle blast disease resistance,,,"['""PB (related)"" RELATED []', '""PNBLRS (related)"" RELATED []']",
,,,,"""Measures the growth hormone concentration in a plant or plant part."" [Gramene:pankaj_jaiswal]",abscisic acid concentration,,,"['""ABA concentration (related)"" RELATED []', '""ABACONC (related)"" RELATED []', '""abscisic acid accumulation (related)"" RELATED []', '""abscisic acid content (related)"" RELATED []']",
,,,,"""Plant sensitivity to an acidic (pH<7) growth media."" [Gramene:pankaj_jaiswal, TO:moorel]",acid sensitivity,,,"['""ADSN (related)"" RELATED []']",
,,,,"""A growth media composition sensitivity (TO:0000238) which is the plant's response to an excess or deficient amount of the macro or micronutrient in the growth medium (soil/culture media)."" [Gramene:pankaj_jaiswal, TO:moorel]",nutrient sensitivity,,,"['""nutrient deficiency (related)"" RELATED []']",
,,,,"""Plant sensitivity to an alkali (pH>7) growth media."" [Gramene:pankaj_jaiswal, TO:moorel]",alkali sensitivity,,,"['""ALKSN (related)"" RELATED []']",
,,,,"""Response by the plant in terms of resistivity or senility to chemical stress."" [Gramene:pankaj_jaiswal]",chemical stress sensitivity,,,,
,,,,"""Measure of the seed's germination ability at sub-permissive temperature levels."" [Gramene:pankaj_jaiswal]",germinability at low temperature,,,"['""GERMABITMP (related)"" RELATED []', '""germination ability at low temperature (related)"" RELATED []']",
,"Seed shape can be a component of seed quality (TO:0000162). Refers to shape (PATO:0000052): A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",,,"""A seed morphology trait (TO:0000184) which is the shape of a seed (PO:0009010)."" [Gramene:pankaj_jaiswal, PO:0009010, TO:moorel]",seed shape,,,"['""SDSHP (related)"" RELATED []']","['PATO:0000052', 'TO_GIT:193']"
